"","addressID","addressType","cityName","zipCode","coordinates_lat","coordinates_lon","municipality_name","date"
"71","24172c14-b5cb-4635-a0b1-b3f92da70861","villa","København S",2300,55.653877,12.634964,"København",1999-04-13
"72","0a3f50c1-6e49-32b8-e044-0003ba298018","villa","Ørsted",8950,56.50549,10.332754,"Norddjurs",1997-12-16
"73","0a3f50b6-5b80-32b8-e044-0003ba298018","villa","Padborg",6330,54.819485,9.356724,"Aabenraa",1994-11-05
"74","0a3f50bd-e396-32b8-e044-0003ba298018","holiday house","Hvide Sande",6960,55.882072,8.174558,"Ringkøbing-Skjern",1997-07-04
"75","0a3f50b8-b117-32b8-e044-0003ba298018","villa","Bramming",6740,55.51695,8.697779,"Esbjerg",2000-09-07
"76","0a3f50c0-9de2-32b8-e044-0003ba298018","villa","Odder",8300,55.912174,10.24784,"Odder",2004-09-21
"77","0a3f50c5-d613-32b8-e044-0003ba298018","holiday house","Fur",7884,56.821186,9.056052,"Skive",2012-06-04
"78","4abab4ee-7ec8-4463-adbb-a422082ed16d","terraced house","Faxe",4640,55.247604,12.106457,"Faxe",2001-07-11
"79","0a3f50ad-ca91-32b8-e044-0003ba298018","villa","Kalundborg",4400,55.7176,11.059038,"Kalundborg",2007-06-14
"80","0a3f50bc-54c9-32b8-e044-0003ba298018","villa","Sønder Stenderup",6092,55.45998,9.609914,"Kolding",2002-09-16
"81","0a3f50a4-5bd2-32b8-e044-0003ba298018","villa","Søborg",2860,55.741795,12.513642,"Gladsaxe",2016-12-30
"82","0a3f50be-78ca-32b8-e044-0003ba298018","villa","Lemvig",7620,56.4923,8.487719,"Lemvig",2008-09-11
"83","0a3f50be-d9c9-32b8-e044-0003ba298018","villa","Struer",7600,56.431015,8.509503,"Struer",1999-04-12
"84","0a3f50b6-27d6-32b8-e044-0003ba298018","villa","Årslev",5792,55.296547,10.519872,"Faaborg-Midtfyn",2011-10-12
"85","0a3f50ad-f458-32b8-e044-0003ba298018","holiday house","Korsør",4220,55.379395,11.217259,"Slagelse",1996-09-30
"86","0a3f50c2-03bd-32b8-e044-0003ba298018","villa","Silkeborg",8600,56.142212,9.598094,"Silkeborg",2021-06-21
"87","0a3f50b0-0514-32b8-e044-0003ba298018","villa","Nakskov",4900,54.840454,11.115705,"Lolland",2020-05-15
"88","0a3f50b7-97bb-32b8-e044-0003ba298018","condo","Sønderborg",6400,54.911926,9.788717,"Sønderborg",2007-05-10
"89","0a3f50a2-7669-32b8-e044-0003ba298018","villa apartment","Frederiksberg",2000,55.68788,12.535457,"Frederiksberg",1997-11-24
"90","0a3f50c1-a65c-32b8-e044-0003ba298018","holiday house","Samsø",8305,55.904804,10.604677,"Samsø",2005-10-26
"91","0a3f50ac-d0c0-32b8-e044-0003ba298018","holiday house","Fårevejle",4540,55.84422,11.456403,"Odsherred",1997-04-14
"92","0a3f50a6-d878-32b8-e044-0003ba298018","condo","Skodsborg",2942,55.829063,12.573599,"Rudersdal",2021-11-12
"93","0a3f50b0-ca9f-32b8-e044-0003ba298018","villa","Næstved",4700,55.255226,11.600241,"Næstved",1993-02-16
"94","0a3f50a5-c812-32b8-e044-0003ba298018","condo","Taastrup",2630,55.650337,12.274115,"Høje-Taastrup",1994-12-21
"95","0a3f50c1-fb4f-32b8-e044-0003ba298018","villa","Silkeborg",8600,56.177353,9.584528,"Silkeborg",1994-03-15
"96","0a3f50b7-d54a-32b8-e044-0003ba298018","villa","Sønderborg",6400,54.913254,9.771701,"Sønderborg",2002-10-25
"97","0a3f50ae-f09e-32b8-e044-0003ba298018","villa","Sorø",4180,55.41615,11.570884,"Sorø",1994-11-01
"98","0a3f50a4-033b-32b8-e044-0003ba298018","condo","Gentofte",2820,55.74984,12.516701,"Gentofte",2003-06-25
"99","964dc4d7-c5cb-468a-8b1c-5d728762f27a","villa","Sorø",4180,55.409214,11.550129,"Sorø",2021-11-10
"100","0a3f50c8-b5da-32b8-e044-0003ba298018","villa","Nibe",9240,56.90012,9.57545,"Aalborg",2009-08-11
"101","0a3f50b1-7203-32b8-e044-0003ba298018","villa","Herlufmagle",4160,55.315334,11.755972,"Næstved",1994-05-25
"102","0a3f50c5-f3a8-32b8-e044-0003ba298018","villa apartment","Hurup Thy",7760,56.75117,8.42047,"Thisted",2014-06-12
"103","0a3f50c1-7c19-32b8-e044-0003ba298018","villa","Ørsted",8950,56.503944,10.332361,"Norddjurs",1997-01-15
"104","0a3f50be-c71a-32b8-e044-0003ba298018","villa","Skjern",6900,55.947765,8.485042,"Ringkøbing-Skjern",2007-10-31
"105","0a3f50b4-d728-32b8-e044-0003ba298018","villa apartment","Odense C",5000,55.41137,10.392214,"Odense",2003-05-07
"106","0a3f50bc-9890-32b8-e044-0003ba298018","villa","Vejle",7100,55.714554,9.532392,"Vejle",2019-06-27
"107","0a3f50ad-69c7-32b8-e044-0003ba298018","villa","Holbæk",4300,55.681683,11.730963,"Holbæk",2020-02-20
"108","89eefece-48f5-4c57-9afa-092c027bd9c8","condo","Herning",7400,56.12796,8.97215,"Herning",2021-06-17
"109","0a3f50a7-dc3a-32b8-e044-0003ba298018","condo","Birkerød",3460,55.83932,12.423765,"Rudersdal",2003-01-06
"110","0a3f50c6-cbbc-32b8-e044-0003ba298018","villa","Brovst",9460,57.127316,9.4368105,"Jammerbugt",2008-11-18
"111","0a3f50bf-c65f-32b8-e044-0003ba298018","villa","Grenaa",8500,56.416855,10.8915415,"Norddjurs",2012-01-19
"112","0a3f50c6-1040-32b8-e044-0003ba298018","villa","Thisted",7700,57.013027,8.649578,"Thisted",2022-08-12
"113","0a3f50af-498d-32b8-e044-0003ba298018","holiday house","Højby",4573,55.900173,11.559229,"Odsherred",2021-07-30
"114","0a3f50b2-0aac-32b8-e044-0003ba298018","villa","Aakirkeby",3720,55.068398,14.993757,"Bornholm",2024-12-10
"115","0a3f50bf-015d-32b8-e044-0003ba298018","villa","Thyholm",7790,56.65056,8.530539,"Struer",2006-09-20
"116","0a3f50bd-412f-32b8-e044-0003ba298018","villa","Hemmet",6893,55.84088,8.4425535,"Ringkøbing-Skjern",2004-05-26
"117","0a3f50b3-b2ef-32b8-e044-0003ba298018","terraced house","Odense SØ",5220,55.386356,10.430738,"Odense",2023-05-30
"118","0a3f50b6-f775-32b8-e044-0003ba298018","villa","Aabenraa",6200,54.978752,9.542168,"Aabenraa",2006-02-26
"119","0a3f509e-4106-32b8-e044-0003ba298018","condo","København Ø",2100,55.704258,12.585977,"København",1995-07-27
"120","0a3f50bd-457d-32b8-e044-0003ba298018","holiday house","Hemmet",6893,55.835625,8.284528,"Ringkøbing-Skjern",2004-11-30
"121","0a3f50bb-d25e-32b8-e044-0003ba298018","holiday house","Juelsminde",7130,55.71189,10.016567,"Hedensted",1996-07-05
"122","0a3f50aa-0d2f-32b8-e044-0003ba298018","villa","Hørsholm",2970,55.881157,12.461922,"Hørsholm",1994-10-24
"123","0a3f50a4-572a-32b8-e044-0003ba298018","terraced house","Bagsværd",2880,55.75595,12.466933,"Gladsaxe",2003-07-19
"124","0a3f50ac-7ea9-32b8-e044-0003ba298018","villa","Køge",4600,55.412796,12.24823,"Stevns",2006-12-18
"125","0a3f50ae-a316-32b8-e044-0003ba298018","holiday house","Slagelse",4200,55.435627,11.205912,"Slagelse",1996-03-28
"126","0a3f50c3-70d1-32b8-e044-0003ba298018","terraced house","Risskov",8240,56.201023,10.221905,"Aarhus",2015-05-19
"127","0a3f50bc-8da0-32b8-e044-0003ba298018","villa","Vamdrup",6580,55.394024,9.364971,"Kolding",2005-04-18
"128","0a3f50ac-de02-32b8-e044-0003ba298018","villa","Næstved",4700,55.29115,11.674516,"Næstved",1996-08-07
"129","434d4d3b-18d3-0401-e044-0003ba298018","villa","Silkeborg",8600,56.186947,9.501208,"Silkeborg",2014-10-14
"130","0a3f50b6-2abf-32b8-e044-0003ba298018","villa","Ferritslev Fyn",5863,55.310345,10.583636,"Faaborg-Midtfyn",2005-03-25
"131","0a3f50b8-629a-32b8-e044-0003ba298018","villa","Vorbasse",6623,55.635105,9.00933,"Billund",2008-10-17
"132","0a3f50b2-e5d0-32b8-e044-0003ba298018","villa","Haarby",5683,55.209755,10.123125,"Assens",2015-10-30
"133","0a3f50a9-7acd-32b8-e044-0003ba298018","villa","Espergærde",3060,55.985046,12.537628,"Helsingør",1992-09-22
"134","0a3f50b5-2eee-32b8-e044-0003ba298018","terraced house","Ringe",5750,55.244053,10.466114,"Faaborg-Midtfyn",2001-04-26
"135","0a3f50b4-88f1-32b8-e044-0003ba298018","terraced house","Odense NV",5210,55.423218,10.270264,"Odense",2024-11-06
"136","0a3f50bb-c149-32b8-e044-0003ba298018","villa","Juelsminde",7130,55.70745,9.9861965,"Hedensted",2020-03-18
"137","0a3f50bb-0632-32b8-e044-0003ba298018","villa","Give",7323,55.81372,9.262071,"Vejle",2008-05-28
"138","0a3f50c1-9887-32b8-e044-0003ba298018","villa","Rønde",8410,56.361904,10.45485,"Syddjurs",2017-01-17
"139","0a3f50bb-75e5-32b8-e044-0003ba298018","villa","Horsens",8700,55.865128,9.85253,"Horsens",2018-03-27
"140","0a3f50b2-623a-32b8-e044-0003ba298018","villa","Bogense",5400,55.529526,10.075549,"Nordfyns",1998-06-14
"141","0a3f50c3-d7d3-32b8-e044-0003ba298018","condo","Aarhus C",8000,56.140617,10.192636,"Aarhus",1998-05-06
"142","0a3f50bb-e7b1-32b8-e044-0003ba298018","villa","Kolding",6000,55.459335,9.4766035,"Kolding",2004-03-12
"143","0a3f50ca-634d-32b8-e044-0003ba298018","villa","Aalborg SV",9200,57.019066,9.910884,"Aalborg",2003-03-10
"144","0a3f50a9-f09a-32b8-e044-0003ba298018","terraced house","Hundested",3390,55.9672,11.848618,"Halsnæs",2003-03-03
"145","0a3f50a8-d304-32b8-e044-0003ba298018","villa","Græsted",3230,56.05404,12.376343,"Gribskov",2003-05-06
"146","0a3f509f-49b3-32b8-e044-0003ba298018","villa","Vanløse",2720,55.692276,12.4689665,"København",1993-12-29
"147","0a3f50ae-c4ff-32b8-e044-0003ba298018","terraced house","Slagelse",4200,55.405323,11.373725,"Slagelse",2011-05-23
"148","0a3f509e-eb09-32b8-e044-0003ba298018","villa","København S",2300,55.65048,12.60971,"København",1993-08-13
"149","0a3f50bf-258e-32b8-e044-0003ba298018","villa","Vemb",7570,56.342644,8.34251,"Holstebro",2007-08-23
"150","0a3f50b6-34d4-32b8-e044-0003ba298018","villa","Aarup",5560,55.337112,10.106801,"Assens",2015-03-31
"151","0a3f50b9-a3de-32b8-e044-0003ba298018","villa","Grindsted",7200,55.6501,8.816795,"Varde",1999-05-05
"152","0a3f50a4-164c-32b8-e044-0003ba298018","villa","Gentofte",2820,55.744907,12.525877,"Gentofte",1994-03-18
"153","0a3f50c0-4bd9-32b8-e044-0003ba298018","villa","Havndal",8970,56.666924,10.212168,"Randers",1994-11-29
"154","0a3f50c7-d684-32b8-e044-0003ba298018","holiday house","Hals",9370,57.052208,10.3669815,"Aalborg",2010-06-30
"155","0a3f50a6-c744-32b8-e044-0003ba298018","villa","Holte",2840,55.825874,12.489625,"Rudersdal",1996-04-23
"156","0a3f50b0-d610-32b8-e044-0003ba298018","villa","Næstved",4700,55.207794,11.751198,"Næstved",2004-10-19
"157","0a3f50af-03c5-32b8-e044-0003ba298018","villa","Svinninge",4520,55.745422,11.5251045,"Holbæk",2020-04-30
"158","0a3f50ac-601a-32b8-e044-0003ba298018","terraced house","Solrød Strand",2680,55.530594,12.205551,"Solrød",2017-11-28
"159","0a3f50bf-67c1-32b8-e044-0003ba298018","holiday house","Ebeltoft",8400,56.21578,10.683249,"Syddjurs",1997-11-03
"160","0a3f50ae-9cba-32b8-e044-0003ba298018","villa","Slagelse",4200,55.4148,11.336554,"Slagelse",2003-06-21
"161","0a3f50af-f490-32b8-e044-0003ba298018","holiday house","Bogø By",4793,54.91934,12.055205,"Vordingborg",2005-06-13
"162","0a3f50bd-cb6a-32b8-e044-0003ba298018","holiday house","Ringkøbing",6950,56.14451,8.120347,"Ringkøbing-Skjern",1994-01-20
"163","0a3f50b5-c4fd-32b8-e044-0003ba298018","terraced house","Humble",5932,54.816154,10.701022,"Langeland",2000-09-18
"164","0a3f50b8-dceb-32b8-e044-0003ba298018","condo","Esbjerg",6700,55.473564,8.438152,"Esbjerg",2016-12-18
"165","0a3f50ca-baa3-32b8-e044-0003ba298018","villa","Aalborg SØ",9210,57.012207,9.9354725,"Aalborg",2003-12-15
"166","0a3f50b1-2b6a-32b8-e044-0003ba298018","villa","Haslev",4690,55.3126,12.067813,"Faxe",1998-09-19
"167","0a3f50bd-3da7-32b8-e044-0003ba298018","villa","Tarm",6880,55.886547,8.440833,"Ringkøbing-Skjern",2023-11-15
"168","089e7fd8-b07c-4707-b4ef-e211b9ca0030","holiday house","Ringkøbing",6950,56.126724,8.124128,"Ringkøbing-Skjern",2019-08-09
"169","0a3f50ca-473c-32b8-e044-0003ba298018","villa","Nørresundby",9400,57.069416,9.895809,"Aalborg",2023-07-14
"170","0a3f50ca-316e-32b8-e044-0003ba298018","villa","Aalborg SØ",9210,57.011143,9.939121,"Aalborg",1992-11-19
"171","0a3f50a7-f4d5-32b8-e044-0003ba298018","villa","Birkerød",3460,55.84103,12.444444,"Rudersdal",2000-11-07
"172","0a3f50b8-8e59-32b8-e044-0003ba298018","holiday house","Oksbøl",6840,55.656532,8.141699,"Varde",2006-12-26
"173","0a3f50ba-f4cf-32b8-e044-0003ba298018","villa","Østbirk",8752,55.969357,9.699228,"Horsens",2012-12-11
"174","0a3f50b2-ef18-32b8-e044-0003ba298018","holiday house","Martofte",5390,55.56977,10.608599,"Kerteminde",2014-12-17
"175","73c6f9d6-1b0f-0b24-e044-00144f3ead67","condo","Frederiksberg",2000,55.68114,12.523163,"Frederiksberg",2009-09-16
"176","0a3f50af-4d89-32b8-e044-0003ba298018","holiday house","Vig",4560,55.87093,11.527465,"Odsherred",2023-10-22
"177","0a3f50c3-62ab-32b8-e044-0003ba298018","villa","Risskov",8240,56.197388,10.218095,"Aarhus",1993-07-13
"178","0a3f50ab-91b7-32b8-e044-0003ba298018","villa","Køge",4600,55.48945,12.187338,"Køge",2014-11-19
"179","0a3f50c8-9da2-32b8-e044-0003ba298018","villa","Løkken",9480,57.4079,9.811556,"Hjørring",2009-07-02
"180","0a3f50b9-4a4c-32b8-e044-0003ba298018","villa","Esbjerg V",6710,55.496017,8.428332,"Esbjerg",2010-04-18
"181","0a3f50af-7ba2-32b8-e044-0003ba298018","villa","Faxe",4640,55.258904,12.118073,"Faxe",2023-09-27
"182","0a3f50ac-779e-32b8-e044-0003ba298018","holiday house","Strøby",4671,55.3971,12.32616,"Stevns",2021-06-03
"183","0a3f50af-2df6-32b8-e044-0003ba298018","holiday house","Højby",4573,55.92513,11.530461,"Odsherred",2011-09-12
"184","0a3f50a5-9f7e-32b8-e044-0003ba298018","villa","Hvidovre",2650,55.64363,12.452806,"Hvidovre",2016-01-17
"185","0a3f50bc-8cfc-32b8-e044-0003ba298018","villa","Vamdrup",6580,55.391476,9.327401,"Kolding",2022-03-24
"186","0a3f50ac-f1a0-32b8-e044-0003ba298018","holiday house","Gørlev",4281,55.51777,11.144244,"Kalundborg",2000-03-27
"187","0a3f50b2-cc1c-32b8-e044-0003ba298018","villa apartment","Glamsbjerg",5620,55.278225,10.105305,"Assens",1999-12-10
"188","0a3f50b5-f932-32b8-e044-0003ba298018","villa","Ullerslev",5540,55.347263,10.66385,"Nyborg",2003-01-08
"189","0a3f50c4-19a5-32b8-e044-0003ba298018","condo","Aarhus C",8000,56.163555,10.203807,"Aarhus",2018-05-28
"190","0a3f50c7-9bdb-32b8-e044-0003ba298018","holiday house","Hadsund",9560,56.81275,10.2654,"Mariagerfjord",2014-09-17
"191","0a3f50c9-9696-32b8-e044-0003ba298018","villa","Sæby",9300,57.32695,10.50552,"Frederikshavn",2017-09-05
"192","0a3f50a4-60c7-32b8-e044-0003ba298018","villa","Kongens Lyngby",2800,55.753384,12.47992,"Gladsaxe",2014-01-14
"193","0a3f50af-ed3c-32b8-e044-0003ba298018","villa","Borre",4791,54.989685,12.422552,"Vordingborg",2014-03-29
"194","0a3f50a5-820f-32b8-e044-0003ba298018","villa","Hvidovre",2650,55.65346,12.482803,"Hvidovre",2023-11-02
"195","0a3f50bd-6373-32b8-e044-0003ba298018","villa","Herning",7400,56.13416,9.064636,"Herning",2001-11-27
"196","32c88351-b4ab-1479-e044-0003ba298018","terraced house","Skanderborg",8660,56.046574,9.92567,"Skanderborg",2005-11-25
"197","0ab7a635-3b1c-0435-e044-0003ba298018","holiday house","Vordingborg",4760,54.975273,11.998377,"Vordingborg",2003-02-14
"198","0a3f50aa-dc42-32b8-e044-0003ba298018","holiday house","Kirke Hyllinge",4070,55.697376,11.857406,"Lejre",2021-04-09
"199","0a3f50ab-1452-32b8-e044-0003ba298018","villa","Karlslunde",2690,55.57123,12.23418,"Greve",1994-07-31
"200","0a3f50b7-e15b-32b8-e044-0003ba298018","villa","Tinglev",6360,54.928135,9.247653,"Aabenraa",1997-08-13
"201","0a3f50be-126b-32b8-e044-0003ba298018","villa apartment","Holstebro",7500,56.351707,8.625533,"Holstebro",2005-07-01
"202","0a3f50c8-d515-32b8-e044-0003ba298018","villa","Blokhus",9492,57.245415,9.591023,"Jammerbugt",2012-06-01
"203","0a3f50b3-eea9-32b8-e044-0003ba298018","terraced house","Odense NV",5210,55.41568,10.326935,"Odense",2007-06-25
"204","0a3f50ca-c8b4-32b8-e044-0003ba298018","condo","Nørresundby",9400,57.072643,9.919998,"Aalborg",2009-06-10
"205","0a3f509d-a7d7-32b8-e044-0003ba298018","condo","København Ø",2100,55.7129,12.578346,"København",2002-04-30
"206","0a3f50bf-7d1d-32b8-e044-0003ba298018","holiday house","Ebeltoft",8400,56.23404,10.645761,"Syddjurs",2002-12-05
"207","0a3f50c1-987f-32b8-e044-0003ba298018","holiday house","Rønde",8410,56.35991,10.452136,"Syddjurs",2005-05-02
"208","0a3f50c1-8612-32b8-e044-0003ba298018","villa","Skanderborg",8660,56.060886,9.873929,"Skanderborg",1994-10-26
"209","0a3f50c6-63a1-32b8-e044-0003ba298018","villa","Viborg",8800,56.427917,9.402438,"Viborg",2018-11-23
"210","0a3f50ab-554b-32b8-e044-0003ba298018","villa","Hvalsø",4330,55.59637,11.8518715,"Lejre",2002-10-30
"211","0a3f50bb-d81a-32b8-e044-0003ba298018","villa","Juelsminde",7130,55.767395,9.988405,"Hedensted",2008-02-22
